C macros	libc-2.18-x64	libc-2.18-i686	libc-2.17-x32	libc-2.9-nacl-x64	libc-2.9-nacl-i686
__NR_statfs	137	99	(__X32_SYSCALL_BIT + 137)	137	99
__NR_swapoff	168	115	(__X32_SYSCALL_BIT + 168)	168	115
__NR_swapon	167	87	(__X32_SYSCALL_BIT + 167)	167	87
__NR_symlink	88	83	(__X32_SYSCALL_BIT + 88)	88	83
__NR_symlinkat	266	304	(__X32_SYSCALL_BIT + 266)	266	304
__NR_sync	162	36	(__X32_SYSCALL_BIT + 162)	162	36
__NR_sync_file_range	277	314	(__X32_SYSCALL_BIT + 277)	277	314
__NR_syncfs	306	344	(__X32_SYSCALL_BIT + 306)	???	???
__NR_sysfs	139	135	(__X32_SYSCALL_BIT + 139)	139	135
__NR_sysinfo	99	116	(__X32_SYSCALL_BIT + 99)	99	116
__NR_syslog	103	103	(__X32_SYSCALL_BIT + 103)	103	103
__NR_tee	276	315	(__X32_SYSCALL_BIT + 276)	276	315
__NR_tgkill	234	270	(__X32_SYSCALL_BIT + 234)	234	270
__NR_time	201	13	(__X32_SYSCALL_BIT + 201)	201	13
__NR_timer_create	222	259	(__X32_SYSCALL_BIT + 526)	222	259
__NR_timer_delete	226	263	(__X32_SYSCALL_BIT + 226)	226	(__NR_timer_create+4)
__NR_timer_getoverrun	225	262	(__X32_SYSCALL_BIT + 225)	225	(__NR_timer_create+3)
__NR_timer_gettime	224	261	(__X32_SYSCALL_BIT + 224)	224	(__NR_timer_create+2)
__NR_timer_settime	223	260	(__X32_SYSCALL_BIT + 223)	223	(__NR_timer_create+1)
__NR_timerfd_create	283	322	(__X32_SYSCALL_BIT + 283)	???	???
__NR_timerfd_gettime	287	326	(__X32_SYSCALL_BIT + 287)	???	???
__NR_timerfd_settime	286	325	(__X32_SYSCALL_BIT + 286)	???	???
__NR_times	100	43	(__X32_SYSCALL_BIT + 100)	100	43
__NR_tkill	200	238	(__X32_SYSCALL_BIT + 200)	200	238
__NR_truncate	76	92	(__X32_SYSCALL_BIT + 76)	76	92
__NR_tuxcall	184	???	(__X32_SYSCALL_BIT + 184)	184	???
__NR_umask	95	60	(__X32_SYSCALL_BIT + 95)	95	60
__NR_umount2	166	52	(__X32_SYSCALL_BIT + 166)	166	52
__NR_uname	63	122	(__X32_SYSCALL_BIT + 63)	63	122
__NR_unlink	87	10	(__X32_SYSCALL_BIT + 87)	87	10
__NR_unlinkat	263	301	(__X32_SYSCALL_BIT + 263)	263	301
__NR_unshare	272	310	(__X32_SYSCALL_BIT + 272)	272	310
__NR_uselib	134	86	???	134	86
__NR_ustat	136	62	(__X32_SYSCALL_BIT + 136)	136	62
__NR_utime	132	30	(__X32_SYSCALL_BIT + 132)	132	30
__NR_utimensat	280	320	(__X32_SYSCALL_BIT + 280)	280	320
__NR_utimes	235	271	(__X32_SYSCALL_BIT + 235)	235	271
__NR_vfork	58	190	(__X32_SYSCALL_BIT + 58)	58	190
__NR_vhangup	153	111	(__X32_SYSCALL_BIT + 153)	153	111
__NR_vmsplice	278	316	(__X32_SYSCALL_BIT + 532)	278	316
__NR_vserver	236	273	???	236	273
__NR_wait4	61	114	(__X32_SYSCALL_BIT + 61)	61	114
__NR_waitid	247	284	(__X32_SYSCALL_BIT + 529)	247	284
__NR_write	1	4	(__X32_SYSCALL_BIT + 1)	1	4
__NR_writev	20	146	(__X32_SYSCALL_BIT + 516)	20	146
__NTH(fct)	__LEAF_ATTR fct throw ()	__LEAF_ATTR fct throw ()	__LEAF_ATTR fct throw ()	fct throw ()	fct throw ()
__OFF64_T_TYPE	__SQUAD_TYPE	__SQUAD_TYPE	__SQUAD_TYPE	__SQUAD_TYPE	__SQUAD_TYPE
__OFF_T_MATCHES_OFF64_T	1	???	1	???	???
__OFF_T_TYPE	__SYSCALL_SLONG_TYPE	__SYSCALL_SLONG_TYPE	__SYSCALL_SLONG_TYPE	__SQUAD_TYPE	__SQUAD_TYPE
__ORDER_BIG_ENDIAN__	4321	4321	4321	???	???
__ORDER_LITTLE_ENDIAN__	1234	1234	1234	???	???
__ORDER_PDP_ENDIAN__	3412	3412	3412	???	???
__O_CLOEXEC	02000000	02000000	02000000	???	???
__O_DIRECT	040000	040000	040000	???	???
__O_DIRECTORY	0200000	0200000	0200000	???	???
__O_DSYNC	010000	010000	010000	???	???
__O_LARGEFILE	0	0100000	0	???	???
__O_NOATIME	01000000	01000000	01000000	???	???
__O_NOFOLLOW	0400000	0400000	0400000	???	???
__O_PATH	010000000	010000000	010000000	???	???
__P(args)	args	args	args	args	args
__PDP_ENDIAN	3412	3412	3412	3412	3412
__PID_T_TYPE	__S32_TYPE	__S32_TYPE	__S32_TYPE	__S32_TYPE	__S32_TYPE
__PMT(args)	args	args	args	args	args
__POSIX2_THIS_VERSION	200809L	200809L	200809L	???	???
__POSIX_FADV_DONTNEED	4	4	4	???	???
__POSIX_FADV_NOREUSE	5	5	5	???	???
__PRAGMA_REDEFINE_EXTNAME	1	1	1	???	???
__PRI64_PREFIX	&quot;l&quot;	&quot;ll&quot;	&quot;ll&quot;	???	???
__PRIPTR_PREFIX	&quot;l&quot;			???	???
__PTHREAD_MUTEX_HAVE_ELISION	1	2	1	???	???
__PTHREAD_MUTEX_HAVE_PREV	1	???	1	1	???
__PTHREAD_RWLOCK_INT_FLAGS_SHARED	1	???	1	???	???
__PTRDIFF_MAX__	9223372036854775807L	2147483647	2147483647	???	???
__PTRDIFF_T					
__PTRDIFF_TYPE__	long int	int	int	int	int
__REDIRECT(name,proto,alias)	name proto __asm__ (__ASMNAME (#alias))	name proto __asm__ (__ASMNAME (#alias))	name proto __asm__ (__ASMNAME (#alias))	name proto __asm__ (__ASMNAME (#alias))	name proto __asm__ (__ASMNAME (#alias))
__REDIRECT_LDBL(name,proto,alias)	__REDIRECT (name, proto, alias)	__REDIRECT (name, proto, alias)	__REDIRECT (name, proto, alias)	__REDIRECT (name, proto, alias)	__REDIRECT (name, proto, alias)
__REDIRECT_NTH(name,proto,alias)	name proto __THROW __asm__ (__ASMNAME (#alias))	name proto __THROW __asm__ (__ASMNAME (#alias))	name proto __THROW __asm__ (__ASMNAME (#alias))	name proto __THROW __asm__ (__ASMNAME (#alias))	name proto __THROW __asm__ (__ASMNAME (#alias))
__REDIRECT_NTHNL(name,proto,alias)	name proto __THROWNL __asm__ (__ASMNAME (#alias))	name proto __THROWNL __asm__ (__ASMNAME (#alias))	name proto __THROWNL __asm__ (__ASMNAME (#alias))	???	???
__REDIRECT_NTH_LDBL(name,proto,alias)	__REDIRECT_NTH (name, proto, alias)	__REDIRECT_NTH (name, proto, alias)	__REDIRECT_NTH (name, proto, alias)	__REDIRECT_NTH (name, proto, alias)	__REDIRECT_NTH (name, proto, alias)
__REGISTER_PREFIX__					
__RLIM64_T_TYPE	__UQUAD_TYPE	__UQUAD_TYPE	__UQUAD_TYPE	__UQUAD_TYPE	__UQUAD_TYPE
__RLIM_T_TYPE	__SYSCALL_ULONG_TYPE	__SYSCALL_ULONG_TYPE	__SYSCALL_ULONG_TYPE	__UQUAD_TYPE	__UQUAD_TYPE
__S16_TYPE	short int	short int	short int	short int	short int
__S32_TYPE	int	int	int	int	int
__S64_TYPE	long int	__quad_t	__quad_t	__quad_t	__quad_t
__SCHAR_MAX__	127	127	127	127	127
__SHRT_MAX__	32767	32767	32767	32767	32767
__SIGEV_MAX_SIZE	64	64	64	64	64
__SIGEV_PAD_SIZE	((__SIGEV_MAX_SIZE / sizeof (int)) - 4)	((__SIGEV_MAX_SIZE / sizeof (int)) - 3)	((__SIGEV_MAX_SIZE / sizeof (int)) - 3)	((__SIGEV_MAX_SIZE / sizeof (int)) - 4)	((__SIGEV_MAX_SIZE / sizeof (int)) - 3)
__SIGRTMAX	(_NSIG - 1)	(_NSIG - 1)	(_NSIG - 1)	(_NSIG - 1)	(_NSIG - 1)
__SIGRTMIN	32	32	32	32	32
__SIG_ATOMIC_MAX__	2147483647	2147483647	2147483647	???	???
__SIG_ATOMIC_MIN__	(-__SIG_ATOMIC_MAX__ - 1)	(-__SIG_ATOMIC_MAX__ - 1)	(-__SIG_ATOMIC_MAX__ - 1)	???	???
__SIG_ATOMIC_TYPE__	int	int	int	???	???
__SIZEOF_DOUBLE__	8	8	8	8	8
__SIZEOF_FLOAT__	4	4	4	4	4
__SIZEOF_INT128__	16	???	16	???	???
__SIZEOF_INT__	4	4	4	4	4
__SIZEOF_LONG_DOUBLE__	16	12	16	8	8
__SIZEOF_LONG_LONG__	8	8	8	8	8
__SIZEOF_LONG__	8	4	4	4	4
__SIZEOF_POINTER__	8	4	4	4	4
__SIZEOF_PTHREAD_ATTR_T	56	36	32	56	36
__SIZEOF_PTHREAD_BARRIERATTR_T	4	4	4	4	4
__SIZEOF_PTHREAD_BARRIER_T	32	20	20	32	20
__SIZEOF_PTHREAD_CONDATTR_T	4	4	4	4	4
__SIZEOF_PTHREAD_COND_T	48	48	48	48	48
__SIZEOF_PTHREAD_MUTEXATTR_T	4	4	4	4	4
__SIZEOF_PTHREAD_MUTEX_T	40	24	32	40	24
__SIZEOF_PTHREAD_RWLOCKATTR_T	8	8	8	8	8
__SIZEOF_PTHREAD_RWLOCK_T	56	32	44	56	32
__SIZEOF_PTRDIFF_T__	8	4	4	4	4
__SIZEOF_SHORT__	2	2	2	2	2
__SIZEOF_SIZE_T__	8	4	4	4	4
__SIZEOF_WCHAR_T__	4	4	4	4	4
__SIZEOF_WINT_T__	4	4	4	4	4
__SIZE_MAX__	18446744073709551615UL	4294967295U	4294967295U	???	???
__SIZE_T					
__SIZE_TYPE__	long unsigned int	unsigned int	unsigned int	unsigned int	unsigned int
__SIZE_T__					
__SI_ALIGNMENT			__attribute__ ((__aligned__ (8)))	???	???
__SI_MAX_SIZE	128	128	128	128	128
__SI_PAD_SIZE	((__SI_MAX_SIZE / sizeof (int)) - 4)	((__SI_MAX_SIZE / sizeof (int)) - 3)	((__SI_MAX_SIZE / sizeof (int)) - 3)	((__SI_MAX_SIZE / sizeof (int)) - 4)	((__SI_MAX_SIZE / sizeof (int)) - 3)
__SLONG32_TYPE	int	long int	long int	long int	long int
__SLONGWORD_TYPE	long int	long int	long int	long int	long int
__SQUAD_TYPE	long int	__quad_t	__quad_t	__quad_t	__quad_t
__SSE2_MATH__	1	???	1	1	???
__SSE2__	1	???	1	1	???
__SSE_MATH__	1	???	1	1	???
__SSE__	1	???	1	1	???
__SSIZE_T_TYPE	__SWORD_TYPE	__SWORD_TYPE	__SWORD_TYPE	__SWORD_TYPE	__SWORD_TYPE
__STDC_HOSTED__	1	1	1	1	1
__STDC_IEC_559_COMPLEX__	1	1	1	1	1
__STDC_IEC_559__	1	1	1	1	1
__STDC_ISO_10646__	201103L	201103L	201103L	200009L	200009L
__STDC_NO_THREADS__	1	1	1	???	???
__STDC__	1	1	1	1	1
__STRING(x)	#x	#x	#x	#x	#x
__SUSECONDS_T_TYPE	__SYSCALL_SLONG_TYPE	__SYSCALL_SLONG_TYPE	__SYSCALL_SLONG_TYPE	__SLONGWORD_TYPE	__SLONGWORD_TYPE
__SWORD_TYPE	long int	int	int	int	int
__SYSCALL_SLONG_TYPE	__SLONGWORD_TYPE	__SLONGWORD_TYPE	__SQUAD_TYPE	???	???
__SYSCALL_ULONG_TYPE	__ULONGWORD_TYPE	__ULONGWORD_TYPE	__UQUAD_TYPE	???	???
__SYSCALL_WORDSIZE	64	???	64	???	???
__S_IEXEC	0100	0100	0100	0100	0100
__S_IFBLK	0060000	0060000	0060000	0060000	0060000
__S_IFCHR	0020000	0020000	0020000	0020000	0020000
__S_IFDIR	0040000	0040000	0040000	0040000	0040000
__S_IFIFO	0010000	0010000	0010000	0010000	0010000
__S_IFLNK	0120000	0120000	0120000	0120000	0120000
__S_IFMT	0170000	0170000	0170000	0170000	0170000
__S_IFREG	0100000	0100000	0100000	0100000	0100000
__S_IFSOCK	0140000	0140000	0140000	0140000	0140000
__S_IREAD	0400	0400	0400	0400	0400
__S_ISGID	02000	02000	02000	02000	02000
__S_ISTYPE(mode,mask)	(((mode) &amp; __S_IFMT) == (mask))	(((mode) &amp; __S_IFMT) == (mask))	(((mode) &amp; __S_IFMT) == (mask))	(((mode) &amp; __S_IFMT) == (mask))	(((mode) &amp; __S_IFMT) == (mask))
__S_ISUID	04000	04000	04000	04000	04000
__S_ISVTX	01000	01000	01000	01000	01000
__S_IWRITE	0200	0200	0200	0200	0200
__S_TYPEISMQ(buf)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)
__S_TYPEISSEM(buf)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)
__S_TYPEISSHM(buf)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)	((buf)-&gt;st_mode - (buf)-&gt;st_mode)
__THROW	throw ()	throw ()	throw ()	throw ()	throw ()
__THROWNL	throw ()	throw ()	throw ()	???	???
__TIMER_T_TYPE	void *	void *	void *	void *	void *
__TIME_T_TYPE	__SYSCALL_SLONG_TYPE	__SYSCALL_SLONG_TYPE	__SYSCALL_SLONG_TYPE	__SQUAD_TYPE	__SQUAD_TYPE
__U16_TYPE	unsigned short int	unsigned short int	unsigned short int	unsigned short int	unsigned short int
__U32_TYPE	unsigned int	unsigned int	unsigned int	unsigned int	unsigned int
__U64_TYPE	unsigned long int	__u_quad_t	__u_quad_t	__u_quad_t	__u_quad_t
__UID_T_TYPE	__U32_TYPE	__U32_TYPE	__U32_TYPE	__U32_TYPE	__U32_TYPE
__UINT16_C(c)	c	c	c	???	???
__UINT16_MAX__	65535	65535	65535	???	???
__UINT16_TYPE__	short unsigned int	short unsigned int	short unsigned int	???	???
__UINT32_C(c)	c ## U	c ## U	c ## U	???	???
__UINT32_MAX__	4294967295U	4294967295U	4294967295U	???	???
__UINT32_TYPE__	unsigned int	unsigned int	unsigned int	???	???
__UINT64_C(c)	c ## UL	c ## ULL	c ## ULL	???	???
__UINT64_MAX__	18446744073709551615UL	18446744073709551615ULL	18446744073709551615ULL	???	???
__UINT64_TYPE__	long unsigned int	long long unsigned int	long long unsigned int	???	???
__UINT8_C(c)	c	c	c	???	???
__UINT8_MAX__	255	255	255	???	???
__UINT8_TYPE__	unsigned char	unsigned char	unsigned char	???	???
__UINTMAX_C(c)	c ## UL	c ## ULL	c ## ULL	???	???
__UINTMAX_MAX__	18446744073709551615UL	18446744073709551615ULL	18446744073709551615ULL	???	???
__UINTMAX_TYPE__	long unsigned int	long long unsigned int	long long unsigned int	long long unsigned int	long long unsigned int
__UINTPTR_MAX__	18446744073709551615UL	4294967295U	4294967295U	???	???
__UINTPTR_TYPE__	long unsigned int	unsigned int	unsigned int	???	???
__UINT_FAST16_MAX__	18446744073709551615UL	4294967295U	4294967295U	???	???
__UINT_FAST16_TYPE__	long unsigned int	unsigned int	unsigned int	???	???
__UINT_FAST32_MAX__	18446744073709551615UL	4294967295U	4294967295U	???	???
__UINT_FAST32_TYPE__	long unsigned int	unsigned int	unsigned int	???	???
__UINT_FAST64_MAX__	18446744073709551615UL	18446744073709551615ULL	18446744073709551615ULL	???	???
__UINT_FAST64_TYPE__	long unsigned int	long long unsigned int	long long unsigned int	???	???
__UINT_FAST8_MAX__	255	255	255	???	???
__UINT_FAST8_TYPE__	unsigned char	unsigned char	unsigned char	???	???
__UINT_LEAST16_MAX__	65535	65535	65535	???	???
__UINT_LEAST16_TYPE__	short unsigned int	short unsigned int	short unsigned int	???	???
__UINT_LEAST32_MAX__	4294967295U	4294967295U	4294967295U	???	???
__UINT_LEAST32_TYPE__	unsigned int	unsigned int	unsigned int	???	???
__UINT_LEAST64_MAX__	18446744073709551615UL	18446744073709551615ULL	18446744073709551615ULL	???	???
__UINT_LEAST64_TYPE__	long unsigned int	long long unsigned int	long long unsigned int	???	???
__UINT_LEAST8_MAX__	255	255	255	???	???
__UINT_LEAST8_TYPE__	unsigned char	unsigned char	unsigned char	???	???
__ULONG32_TYPE	unsigned int	unsigned long int	unsigned long int	unsigned long int	unsigned long int
__ULONGWORD_TYPE	unsigned long int	unsigned long int	unsigned long int	unsigned long int	unsigned long int
__UQUAD_TYPE	unsigned long int	__u_quad_t	__u_quad_t	__u_quad_t	__u_quad_t
__USECONDS_T_TYPE	__U32_TYPE	__U32_TYPE	__U32_TYPE	__U32_TYPE	__U32_TYPE
__USER_LABEL_PREFIX__					
__USE_ATFILE	1	1	1	1	1
__USE_BSD	1	1	1	1	1
__USE_FORTIFY_LEVEL	0	0	0	0	0
__USE_GNU	1	1	1	1	1
__USE_ISOC11	1	1	1	???	???
__USE_ISOC95	1	1	1	1	1
__USE_ISOC99	1	1	1	1	1
__USE_LARGEFILE	1	1	1	1	1
__USE_LARGEFILE64	1	1	1	???	???
__USE_MISC	1	1	1	1	1
__USE_POSIX	1	1	1	1	1
__USE_POSIX199309	1	1	1	1	1
__USE_POSIX199506	1	1	1	1	1
__USE_POSIX2	1	1	1	1	1
__USE_SVID	1	1	1	1	1
__USE_UNIX98	1	1	1	1	1
__USE_XOPEN	1	1	1	1	1
__USE_XOPEN2K	1	1	1	1	1
__USE_XOPEN2K8	1	1	1	???	???
__USE_XOPEN2K8XSI	1	1	1	???	???
__USE_XOPEN2KXSI	1	1	1	???	???
__USE_XOPEN_EXTENDED	1	1	1	1	1
__USING_NAMESPACE_C99(name)					
__USING_NAMESPACE_STD(name)					
__UWORD_TYPE	unsigned long int	unsigned int	unsigned int	unsigned int	unsigned int
__VERSION__	&quot;4.8.2&quot;	&quot;4.8.2&quot;	&quot;4.8.2&quot;	&quot;4.4.3 20140408 (Native Client r13014, Git Commit 093bbb415942cc3406656f90a3a5b2f0aef58d06)&quot;	&quot;4.4.3 20140408 (Native Client r13014, Git Commit 093bbb415942cc3406656f90a3a5b2f0aef58d06)&quot;
__WAIT_INT(status)	(*(int *) &amp;(status))	(*(int *) &amp;(status))	(*(int *) &amp;(status))	(*(int *) &amp;(status))	(*(int *) &amp;(status))
__WAIT_STATUS	void *	void *	void *	void *	void *
__WAIT_STATUS_DEFN	void *	void *	void *	void *	void *
__WALL	0x40000000	0x40000000	0x40000000	0x40000000	0x40000000
__WCHAR_MAX	__WCHAR_MAX__	__WCHAR_MAX__	__WCHAR_MAX__	(2147483647)	(2147483647)
__WCHAR_MAX__	2147483647	2147483647L	2147483647L	2147483647	2147483647
__WCHAR_MIN	__WCHAR_MIN__	__WCHAR_MIN__	__WCHAR_MIN__	(-2147483647 - 1)	(-2147483647 - 1)
__WCHAR_MIN__	(-__WCHAR_MAX__ - 1)	(-__WCHAR_MAX__ - 1)	(-__WCHAR_MAX__ - 1)	???	???
__WCHAR_T					
__WCHAR_TYPE__	int	long int	long int	long int	long int
__WCHAR_T__					
__WCLONE	0x80000000	0x80000000	0x80000000	0x80000000	0x80000000
__WCOREDUMP(status)	((status) &amp; __WCOREFLAG)	((status) &amp; __WCOREFLAG)	((status) &amp; __WCOREFLAG)	((status) &amp; __WCOREFLAG)	((status) &amp; __WCOREFLAG)
__WCOREFLAG	0x80	0x80	0x80	0x80	0x80
__WEXITSTATUS(status)	(((status) &amp; 0xff00) &gt;&gt; 8)	(((status) &amp; 0xff00) &gt;&gt; 8)	(((status) &amp; 0xff00) &gt;&gt; 8)	(((status) &amp; 0xff00) &gt;&gt; 8)	(((status) &amp; 0xff00) &gt;&gt; 8)
__WIFCONTINUED(status)	((status) == __W_CONTINUED)	((status) == __W_CONTINUED)	((status) == __W_CONTINUED)	((status) == __W_CONTINUED)	((status) == __W_CONTINUED)
__WIFEXITED(status)	(__WTERMSIG(status) == 0)	(__WTERMSIG(status) == 0)	(__WTERMSIG(status) == 0)	(__WTERMSIG(status) == 0)	(__WTERMSIG(status) == 0)
__WIFSIGNALED(status)	(((signed char) (((status) &amp; 0x7f) + 1) &gt;&gt; 1) &gt; 0)	(((signed char) (((status) &amp; 0x7f) + 1) &gt;&gt; 1) &gt; 0)	(((signed char) (((status) &amp; 0x7f) + 1) &gt;&gt; 1) &gt; 0)	(((signed char) (((status) &amp; 0x7f) + 1) &gt;&gt; 1) &gt; 0)	(((signed char) (((status) &amp; 0x7f) + 1) &gt;&gt; 1) &gt; 0)
__WIFSTOPPED(status)	(((status) &amp; 0xff) == 0x7f)	(((status) &amp; 0xff) == 0x7f)	(((status) &amp; 0xff) == 0x7f)	(((status) &amp; 0xff) == 0x7f)	(((status) &amp; 0xff) == 0x7f)
__WINT_MAX__	4294967295U	4294967295U	4294967295U	???	???
__WINT_MIN__	0U	0U	0U	???	???
__WINT_TYPE__	unsigned int	unsigned int	unsigned int	unsigned int	unsigned int
__WNOTHREAD	0x20000000	0x20000000	0x20000000	0x20000000	0x20000000
__WORDSIZE	64	32	32	64	32
__WORDSIZE_TIME64_COMPAT32	1	???	1	???	???
__WSTOPSIG(status)	__WEXITSTATUS(status)	__WEXITSTATUS(status)	__WEXITSTATUS(status)	__WEXITSTATUS(status)	__WEXITSTATUS(status)
__WTERMSIG(status)	((status) &amp; 0x7f)	((status) &amp; 0x7f)	((status) &amp; 0x7f)	((status) &amp; 0x7f)	((status) &amp; 0x7f)
__W_CONTINUED	0xffff	0xffff	0xffff	0xffff	0xffff
__W_EXITCODE(ret,sig)	((ret) &lt;&lt; 8 | (sig))	((ret) &lt;&lt; 8 | (sig))	((ret) &lt;&lt; 8 | (sig))	((ret) &lt;&lt; 8 | (sig))	((ret) &lt;&lt; 8 | (sig))
__W_STOPCODE(sig)	((sig) &lt;&lt; 8 | 0x7f)	((sig) &lt;&lt; 8 | 0x7f)	((sig) &lt;&lt; 8 | 0x7f)	((sig) &lt;&lt; 8 | 0x7f)	((sig) &lt;&lt; 8 | 0x7f)
__X32_SYSCALL_BIT	0x40000000	0x40000000	0x40000000	???	???
____FILE_defined	1	1	1	1	1
____gwchar_t_defined	1	1	1	1	1
____mbstate_t_defined	1	1	1	???	???
___int_ptrdiff_t_h					
___int_size_t_h					
___int_wchar_t_h					
__always_inline	__inline __attribute__ ((__always_inline__))	__inline __attribute__ ((__always_inline__))	__inline __attribute__ ((__always_inline__))	__inline __attribute__ ((__always_inline__))	__inline __attribute__ ((__always_inline__))
__amd64	1	???	1	1	???
__amd64__	1	???	1	1	???
__attribute_alloc_size__(params)	__attribute__ ((__alloc_size__ params))	__attribute__ ((__alloc_size__ params))	__attribute__ ((__alloc_size__ params))	???	???
__attribute_artificial__	__attribute__ ((__artificial__))	__attribute__ ((__artificial__))	__attribute__ ((__artificial__))	???	???
__attribute_const__	__attribute__ ((__const__))	__attribute__ ((__const__))	__attribute__ ((__const__))	???	???
__attribute_deprecated__	__attribute__ ((__deprecated__))	__attribute__ ((__deprecated__))	__attribute__ ((__deprecated__))	__attribute__ ((__deprecated__))	__attribute__ ((__deprecated__))
__attribute_format_arg__(x)	__attribute__ ((__format_arg__ (x)))	__attribute__ ((__format_arg__ (x)))	__attribute__ ((__format_arg__ (x)))	__attribute__ ((__format_arg__ (x)))	__attribute__ ((__format_arg__ (x)))
__attribute_format_strfmon__(a,b)	__attribute__ ((__format__ (__strfmon__, a, b)))	__attribute__ ((__format__ (__strfmon__, a, b)))	__attribute__ ((__format__ (__strfmon__, a, b)))	__attribute__ ((__format__ (__strfmon__, a, b)))	__attribute__ ((__format__ (__strfmon__, a, b)))
__attribute_malloc__	__attribute__ ((__malloc__))	__attribute__ ((__malloc__))	__attribute__ ((__malloc__))	__attribute__ ((__malloc__))	__attribute__ ((__malloc__))
__attribute_noinline__	__attribute__ ((__noinline__))	__attribute__ ((__noinline__))	__attribute__ ((__noinline__))	__attribute__ ((__noinline__))	__attribute__ ((__noinline__))
__attribute_pure__	__attribute__ ((__pure__))	__attribute__ ((__pure__))	__attribute__ ((__pure__))	__attribute__ ((__pure__))	__attribute__ ((__pure__))
__attribute_used__	__attribute__ ((__used__))	__attribute__ ((__used__))	__attribute__ ((__used__))	__attribute__ ((__used__))	__attribute__ ((__used__))
__attribute_warn_unused_result__	__attribute__ ((__warn_unused_result__))	__attribute__ ((__warn_unused_result__))	__attribute__ ((__warn_unused_result__))	__attribute__ ((__warn_unused_result__))	__attribute__ ((__warn_unused_result__))
__blkcnt_t_defined					
__blksize_t_defined					
__bool_true_false_are_defined	1	1	1	1	1
__bos(ptr)	__builtin_object_size (ptr, __USE_FORTIFY_LEVEL &gt; 1)	__builtin_object_size (ptr, __USE_FORTIFY_LEVEL &gt; 1)	__builtin_object_size (ptr, __USE_FORTIFY_LEVEL &gt; 1)	__builtin_object_size (ptr, __USE_FORTIFY_LEVEL &gt; 1)	__builtin_object_size (ptr, __USE_FORTIFY_LEVEL &gt; 1)
__bos0(ptr)	__builtin_object_size (ptr, 0)	__builtin_object_size (ptr, 0)	__builtin_object_size (ptr, 0)	__builtin_object_size (ptr, 0)	__builtin_object_size (ptr, 0)
__bswap_16(x)	(__extension__ ({ unsigned short int __v, __x = (unsigned short int) (x); if (__builtin_constant_p (__x)) __v = __bswap_constant_16 (__x); else __asm__ (&quot;rorw $8, %w0&quot; : &quot;=r&quot; (__v) : &quot;0&quot; (__x) : &quot;cc&quot;); __v; }))	(__extension__ ({ unsigned short int __v, __x = (unsigned short int) (x); if (__builtin_constant_p (__x)) __v = __bswap_constant_16 (__x); else __asm__ (&quot;rorw $8, %w0&quot; : &quot;=r&quot; (__v) : &quot;0&quot; (__x) : &quot;cc&quot;); __v; }))	(__extension__ ({ unsigned short int __v, __x = (unsigned short int) (x); if (__builtin_constant_p (__x)) __v = __bswap_constant_16 (__x); else __asm__ (&quot;rorw $8, %w0&quot; : &quot;=r&quot; (__v) : &quot;0&quot; (__x) : &quot;cc&quot;); __v; }))	(__extension__ ({ register unsigned short int __v, __x = (x); if (__builtin_constant_p (__x)) __v = __bswap_constant_16 (__x); else __asm__ (&quot;rorw $8, %w0&quot; : &quot;=r&quot; (__v) : &quot;0&quot; (__x) : &quot;cc&quot;); __v; }))	(__extension__ ({ register unsigned short int __v, __x = (x); if (__builtin_constant_p (__x)) __v = __bswap_constant_16 (__x); else __asm__ (&quot;rorw $8, %w0&quot; : &quot;=r&quot; (__v) : &quot;0&quot; (__x) : &quot;cc&quot;); __v; }))
__bswap_constant_16(x)	((unsigned short int) ((((x) &gt;&gt; 8) &amp; 0xff) | (((x) &amp; 0xff) &lt;&lt; 8)))	((unsigned short int) ((((x) &gt;&gt; 8) &amp; 0xff) | (((x) &amp; 0xff) &lt;&lt; 8)))	((unsigned short int) ((((x) &gt;&gt; 8) &amp; 0xff) | (((x) &amp; 0xff) &lt;&lt; 8)))	((((x) &gt;&gt; 8) &amp; 0xff) | (((x) &amp; 0xff) &lt;&lt; 8))	((((x) &gt;&gt; 8) &amp; 0xff) | (((x) &amp; 0xff) &lt;&lt; 8))
